code;name;country;division_code;first_color;second_color
2395;Sp. Covilhã;Portugal;61;#238D63;#00622E
67016673;Crevillente;Spain;67023615;#A1AAD2;#D8DAE1
70054578;Ergene Velimese Spor;Turkey;463486;#5B6BE5;#959FED
98000869;Sirnach;Switzerland;137891;#B3C7DD;#DFE4D6
72018956;Kitsap Pumas;United States;20031800;#FEDE13;#1B180F
20041753;Rochester Lancers;United States;20031797;#28368F;#B62228
14123477;Sp. Herlitzka (ARG);Argentina;14037263;#0A1462;#646B9E
700059;Trento;Italy;43064543;#16244E;#171828
8150349;RC Hades;Belgium;18097862;#9BA6A0;#DCDDDD
130803;Quindío;Colombia;5260950;#99AE9F;#528D6C
831361;Paganese;Italy;43127174;#2264B3;#5192E1
15086250;Caroline Springs George Cross FC;Australia;15022116;#D5D4D6;#AAAAA5
1218;Zalgiris;Lithuania;2300046;#046A55;#20A790
880295;1. FC Heidenheim 1846;Germany;23;#EC0A24;#1E5A9B
67083655;S.D. Logroñés;Spain;67023625;#E7D89F;#E3E3E3
8826662;Isidro Metapán;El Salvador;87001116;#F4090B;#FEFC0E
8159215;Oppuurs;Belgium;8154770;#119E0A;#A2A3A2
75034131;Deportes Vallenar;Chile;75034137;#DFA9A5;#DBDBD2
1630;Mura;Slovenia;7580000;#FAFAF9;#0A0C0D
59008177;Käpäz;Azerbaijan;59008101;#A1A967;#DFE064
440;Osijek;Croatia;129645;#0991D0;#99A0A2
14046678;Don Orione AC;Argentina;14037263;#1818FB;#F6F619
55027913;C. Indústria;Portugal;83141257;#A7A99E;#D5D6D9
880055;Völklingen;Germany;8700004;#DFDEDF;#DBDBD7
67089705;Logroñés;Spain;70;#5D6055;#ECECE9
14064719;Mitre (Salta);Argentina;14037263;#EA141C;#EE565C
251;Tournai;Belgium;18097866;#F59BA8;#F92C4E
135328;Al-Suwaiq;Oman;23071760;#5E531F;#9F9757
19306269;Freipaulistano;Brazil;19102111;#ADCAE0;#E2E2E2
102495;Los Andes;Argentina;108508;#FB9BA1;#FA636C
14031105;Dep. Guaymallén;Argentina;14037263;#0C540D;#A2A3A3
661027;Dugopolje;Croatia;129646;#EBA9A9;#E3E3E3
102852;Al-Hilal (KSA);Saudi Arabia;7920263;#9492A8;#5B556C
425;Medellín;Colombia;5260948;#D61928;#0D2B6B
6700000;Lanzarote;Spain;67023621;#FADF65;#F3E49D
877208;Rheydt;Germany;8700660;#606061;#181818
14089831;Atl. Laguna Blanca;Argentina;14037263;#B3DBCB;#E5E9ED
309358;Murici;Brazil;19102111;#65B961;#95E293
51066953;At. Saltillo;Mexico;51066838;#E0AD6A;#070708
1121;Chieti;Italy;1400405;#E6E4E5;#9FA3A1
7920352;Al-Taawoun;Saudi Arabia;7920263;#99A063;#9DAD8D
52072515;Mondorf;Luxembourg;5340000;#73A858;#A7A9A6
810093;Vecindario;Spain;67101211;#E0D6A6;#EBE9DB
658357;Nedelisce;Croatia;24000277;#536CA4;#E7EBF3
1645;Orlando Pirates;South Africa;131234;#1E1717;#585958
121207;Schweinfurt;Germany;91107111;#592629;#0D1A12
5725057;Champagne Sports;Switzerland;137891;#E0DB5F;#9DA35C
23102783;Samut Sakhon;Thailand;5637986;#5CA5DE;#279BDF
16034828;Wolfsberger AC;Austria;136543;#1C1B1F;#9B9B9E
102361;Águila;El Salvador;87001116;#FA975D;#070707
1592;Raith;United Kingdom;47;#9AAFCB;#B6CDE6
2037;Angoulême Charente FC;France;914523;#236096;#094577
819111;Condal;Spain;67023611;#E9A314;#E7DB9E
1739;Murcia;Spain;72;#B0A899;#A18C65
14031194;Atl. Paraná;Argentina;14037261;#F79CA5;#EA122D
301144;Serra;Brazil;19127222;#9E9F9D;#E9E6E6
14046685;Jorge Newbery (Aguilares);Argentina;14037263;#F9A0A0;#F46261
1208;Triesenberg;Liechtenstein;137891;#1064AB;#E5E5E5
2082;AS Pierrots Vauban;France;50046772;#1B1A19;#9D9D98
43092864;Vigasio;Italy;1400402;#AFCAE4;#DAE1E9
5727266;Olten;Switzerland;98005773;#6397D0;#93B5DA
35021783;Sodingen;Germany;8700660;#D8EDDC;#A1D0AA
914573;FC Marmande;France;20;#B6C5DA;#98AECE
301264;BRP;Brazil;107191;#A1595B;#9D2527
293;WS Lauwe;Belgium;8154771;#E4DD65;#E2E2E4
7860424;Hapoel Ra'anana;Israel;7860000;#D9181E;#A5191D
919;Meppen;Germany;35010926;#0C53A5;#2672C9
14123469;Florencio Varela;Argentina;14037263;#F4F119;#0B0B04
155;SK Rapid Vienna;Austria;136543;#A7A205;#1B6365
338;SPT;Brazil;107191;#FA0D0C;#161705
5280210;Resistencia;Paraguay;79010962;#1456A6;#2876CC
52072519;FC Muhlenbach;Luxembourg;5340000;#9D9EA0;#E1E2E4
14031203;Def. de Belgrano (VR);Argentina;108509;#D81D21;#EB595D
82077918;USC Bananier;Guadeloupe;82062570;#1F6FD5;#A3A4A1
70081355;Sile Yildizspor;Turkey;70043162;#0AA551;#F8F8F8
2212;Olbia;Italy;43127172;#56D3D9;#F8F8F8
130784;Unión San Felipe;Chile;5250793;#626060;#2C292A
1629;Maribor;Slovenia;7580000;#F9E514;#946C66
70061827;Zonguldak Kömürspor;Turkey;463485;#E75661;#DB2128
8060973;Zorkiy;Russia;130489;#5C59A1;#F4EBE9
14181541;ADIUR (ARG);Argentina;14037261;#EF6709;#F78F2E
1527;Rotor;Russia;130487;#9ED6EE;#1291D2
91182956;Gartenstadt;Germany;8700660;#EEE81B;#D9D2B0
311971;MAC;Brazil;19102111;#D7D89C;#E3E3E3
19398655;Amazonas FC;Brazil;19102111;#FCD616;#090908
5395076;Xelajú;Guatemala;87000495;#D76666;#AA5365
322;FLA;Brazil;102423;#CD2F26;#ED554F
330;PAR;Brazil;107191;#2E3888;#D72B32
19156764;Barra da Tijuca;Brazil;19102111;#DFA9B5;#E2708B
1511974;Getxo;Spain;67101192;#CBB455;#E0D597
233;Oostende;Belgium;1;#F1F10F;#19222E
852;Grenoble;France;17;#0C63A9;#8FB5D7
14064656;El León (Madariaga);Argentina;14037263;#060607;#F3F3F3
130851;Villa Española;Uruguay;5512771;#FDEB0A;#FB632B
2247;Hertha Berlin;Germany;22;#2E8EE1;#606162
952691;Acassuso;Argentina;108508;#B2B8C8;#989FB4
857;Le Mans FC;France;17;#A81920;#DB212C
5512149;Mohun Bagan;India;5624525;#ABCCCD;#E6DCE0
5725061;Le Locle Sports;Switzerland;98005770;#CC1729;#B5171C
137905;Vevey United;Switzerland;5724964;#FDE417;#0864AA
129848;Pazinka;Croatia;129758;#619CCB;#0E66AC
1300640;Grindavík;Iceland;7840132;#FDEA0C;#18569D
880;CS Sedan Ardennes;France;19;#13A151;#0F1122
91148364;BC Sport Kassel;Germany;8700660;#5D97E6;#AFCDEF
109029;Gandía;Spain;67101198;#A0A1A4;#D7D9DA
24015703;Tekstilac-Ravnice;Croatia;24000278;#A0A6D4;#E3E3E3
5340052;Rosport;Luxembourg;5340000;#FBA4A5;#E4D1D2
43386227;Ossese;Italy;43064538;#9D7135;#F7F7F7
20501012;ProStars FC;Canada;20500261;#D5D8F1;#AD9CDA
107210;ALA;Brazil;102423;#A7A6CA;#908EB5
592;Dundalk;Ireland;129372;#A2575C;#141818
40026654;Chennai;India;1;#A1A460;#4C6EA2
8870691;Nelas;Portugal;83148877;#A8A9A5;#D0D0CF
951312;Colegiales;Argentina;108508;#F89A25;#324BA3
130338;Göztepe;Turkey;130286;#F89D1C;#F56324
308107;Cienciano;Peru;5290551;#102866;#5C6D99
120991;Oriente Petrolero;Bolivia;86000000;#96D2AC;#B8D8C4
1530;Alania;Russia;130490;#E26558;#DBCFAF
71076802;Ingulets Petrove;Ukraine;5314302;#DD6221;#EE9D23
70087621;Osmaniyespor FK;Turkey;70043164;#FCE216;#0B581C
129851;Rudar Labin;Croatia;129758;#149F57;#676B48
37076153;MASV;Netherlands;37066057;#EB2926;#FB5554
67040036;Buelna;Spain;67101191;#98CCF1;#5FB2EE
70054533;Çankaya FK;Turkey;70043162;#F11F27;#FD4E5A
15086549;Western United;Australia;129985;#1A1A1A;#616161
1503425;Campos;Spain;67101209;#E65857;#DC2928
1030;Quick Boys;Netherlands;37059991;#98B4D9;#B3C4DA
19364905;Mageense;Brazil;19102111;#0C8F6A;#077253
1064;Újpest;Hungary;7520391;#76268B;#8F2C98
616;Bradford City;United Kingdom;14;#6D5B5C;#E8D3A3
5100080;Worcester;United Kingdom;29138853;#EEE7D1;#F3DCAD
8711902;Ampfing;Germany;8700660;#9FADCF;#153683
14093758;Juv. Unida (Pocito);Argentina;14037263;#0F14B0;#EBEC54
957;Ulm;Germany;27;#F8F8F8;#202020
14093706;Ferroviario (Corrientes);Argentina;14037261;#E1F4E8;#12B14F
1854;Zürich;Switzerland;137889;#F2E8AA;#E8E3C7
303;Dinamo Minsk;Belarus;7483354;#DBE6F2;#5B99D5
545;OB;Denmark;6;#195C99;#B7C6D5
1300766;Rumelange;Luxembourg;5340022;#8EB0D9;#6C9AD0
14123491;Plaza España (ARG);Argentina;14037263;#E32D25;#30272A
109003;Lealtad;Spain;67023611;#0C0A0D;#F5F5F5
40026594;Chennai City;India;5624525;#D3E1ED;#28271E
35024575;Buchbach;Germany;91107111;#E4A0A5;#F5CFD2
70061804;Kastamonuspor;Turkey;463486;#E9A0A4;#EFE2E3
7981643;Correggese;Italy;1400403;#F89FA1;#F56063
8700485;Walldorf;Germany;27;#DCE2F0;#B8C5E1
952702;Comunicaciones (ARG);Argentina;108508;#FEE61B;#F6F6F6
20045161;Boca Raton;United States;20031798;#DFE9EF;#9BA0A5
159;SV Ried;Austria;136544;#F6F7F7;#1A1A19
729707;Limianos;Portugal;83141256;#ECEA18;#9D9FA1
657653;Jadran KS;Croatia;24000274;#E1EEF7;#A9CEE8
19307338;Pérolas Negras;Brazil;19102111;#205CA3;#18171B
14028686;Racing (Trelew);Argentina;14037261;#FBA5A0;#FD645B
931;Karlsruhe;Germany;23;#1056A6;#6695CF
707648;Cavese;Italy;43127174;#062C4E;#20486A
839;Dijon FCO;France;16;#EA586F;#F698A9
4212179;Utrera;Spain;67023619;#F4DF6D;#F85D61
2354;Kozakken Boys;Netherlands;37059991;#EE2029;#F3545D
43599645;Virtus Ciserano Bergamo;Italy;1400401;#FE0D2F;#064CA4
879209;Bahlingen;Germany;27;#F45E5F;#F69899
121200;Elversberg;Germany;27;#E4E4E4;#1F1E1E
1503459;Anguiano;Spain;67023625;#D4D7D2;#A3A49B
8325187;Needham Market;United Kingdom;94048275;#EC675B;#E6A295
2333;DOVO;Netherlands;37059992;#FC5E60;#FE292A
1536;Aberdeen;United Kingdom;45;#F99A9B;#F76566
318922;Independente (PA);Brazil;19102111;#6F939E;#8CA0B6
1839;Västerås SK;Sweden;52;#68B38E;#90CDB1
831168;Seregno;Italy;1400401;#0523B7;#102ECA
37049026;DFS;Netherlands;37043753;#1972CA;#338CE4
1117;Casarano;Italy;1400407;#EE1721;#0761AE
83111757;Oriental Dragon;Portugal;83141257;#F16B53;#EBA493
1777;Villarreal;Spain;67;#0E5D9E;#F7E070
98010504;Rotkreuz;Switzerland;98005772;#1062A8;#D6D4D8
5280214;2 de Mayo;Paraguay;79010962;#9FAACE;#596CAA
107216;ITU;Brazil;19127222;#160E0F;#99999A
7983765;Chieri;Italy;1400400;#F6194C;#E9093A
317;BRA;Brazil;107191;#EC1C58;#0F2751
131162;Henan;China;130931;#199551;#03732E
120065;San José (BOL);Bolivia;86000000;#90AED6;#1352A5
59041139;Astana;Kazakhstan;59007527;#0BA29F;#FBD023
43018336;Cerignola;Italy;1400407;#1C64A0;#6298C9
6002530;Zehlendorf;Germany;8700008;#B1CAE5;#91B2D6
102856;Esteghlal;Iran;1018789;#A0CCEB;#65A6D3
1710;Getafe;Spain;67;#63A8D5;#2090D2
6600029;Rupel Boom;Belgium;8154824;#E3E3E3;#999CA4
19220160;MFC;Brazil;19127222;#13A459;#989F9C
14093719;Atl. Chicoana;Argentina;14037263;#A4D7A8;#5CAE60
129885;Koprivnica;Croatia;24000263;#1AACDD;#54DAF8
59127607;Noah;Armenia;59006196;#5D5D5E;#212122
14006366;Boca Unidos;Argentina;108509;#9E632C;#D9935E
37066937;RKSV Heer;Netherlands;37066055;#E21D22;#EFEFEF
6002590;Nordhausen;Germany;91107110;#99A9DD;#E8ECF7
313373;Vilhena;Brazil;19102111;#A0A0DB;#EBC9C9
301331;Tocantinópolis;Brazil;19102111;#A9EACD;#91D9B7
5725074;Muttenz;Switzerland;5724965;#DC1914;#E3E3E3
461;Paralimni;Cyprus;692430;#911716;#2695D4
879295;Hasborn;Germany;8700660;#EB6195;#DFE0E1
1401754;Loanesi S.Francesco;Italy;43104633;#E1A39A;#F8F5F3
484610;Tobol;Kazakhstan;59007527;#E8EB0F;#E2E2E2
5103842;Salford;United Kingdom;14;#F0DBDA;#070305
23405909;Lee Man;Hong Kong;5624449;#A1A8D5;#E2A867
811;FC Lahti;Finland;129120;#060607;#EAEAEA
23430850;Bashundhara Kings;Bangladesh;5630062;#DE9F9F;#595A5C
1226;Jeunesse Esch;Luxembourg;5340000;#605F61;#9B9A96
1957;Vojvodina;Serbia;132321;#EE1524;#E7E2CC
6706380;Badalona;Spain;71;#A8ACD0;#6564A3
3101520;Tristán Suárez;Argentina;108508;#999FD2;#525CAB
2422;Torreense;Portugal;55065660;#59629F;#B29412
2103145;Teresópolis FC;Brazil;19102111;#D7A7A1;#E4E3E4
2114726;Profute Volantes;Brazil;19102111;#F11618;#E2E4E4
14255968;San Martín (El Bañado);Argentina;14037261;#029931;#17AE4C
1301372;Cukaricki;Serbia;132321;#CBA716;#EDD059
444;Zagreb;Croatia;24000278;#ED0D19;#9C141D
130776;Jeonbuk;South Korea;136407;#6EB292;#95C9B1
1667;Barakaldo;Spain;70;#E9E8EC;#A7A8A8
7560050;Zlate Moravce;Slovakia;7560276;#5A63A1;#9D98A4
880463;Pipinsried;Germany;91109040;#F3E21A;#97ADD7
129692;Atromitos;Greece;129650;#122D5C;#265B9E
1482;Leça;Portugal;55065659;#298E63;#D1CFA7
5512779;Plaza Colonia;Uruguay;5512770;#A3E7C9;#8AD5B2
98009983;Ravecchia;Switzerland;137891;#D8D8D8;#A9A9AA
43269673;Monterosi;Italy;1400404;#EAA2A8;#F3E7EB
51078054;At. Bahía;Mexico;51066838;#09AEE2;#25D0FD
67224511;Barco;Spain;67023610;#1111A4;#DFDBF0
20030374;Sacramento;United States;20033731;#F7F2DF;#F0DBB5
14256013;Defensores de Glew;Argentina;14037261;#F2DD68;#F8F8F7
19249224;Serranense;Brazil;19102111;#E7E420;#A9A72B
130548;Volga Uljanovsk;Russia;8055759;#15A5E0;#679C9E
120924;Coquimbo Unido;Chile;5250792;#FDEE0F;#101012
66011708;Gwangju;South Korea;66029602;#CD0E35;#DF2151
130879;Slavia Mozyr;Belarus;7483354;#CD1E20;#080808
14093855;Unión Casildense;Argentina;14037263;#E2E2E2;#ACAEAF
14093727;La Libertad (Mza);Argentina;14037263;#F8A211;#181719
2352;HZVV;Netherlands;862766;#ED6562;#EA9D9C
6410547;Jönköpings Södra IF;Sweden;52;#ECE4A5;#0B5C2E
51014433;Nuevo Chimalhuacán;Mexico;51066840;#F14F59;#E1242D
955216;Talleres (Perico);Argentina;14037261;#2D338C;#E0E0ED
98009969;Rüthi;Switzerland;137891;#5DAEE0;#2B92D0
1690;Castellón;Spain;71;#F49930;#E3E2DE
2446;Louletano;Portugal;55065661;#E2E2E2;#E9E7E6
255;KRC Gent;Belgium;18097860;#F9F9F9;#13090B
698;Port Vale;United Kingdom;14;#9F9FA0;#666665
349;Levski;Bulgaria;7500000;#979BA0;#686D73
98005473;Burgdorf;Switzerland;137891;#131314;#A3A4A4
477;Viktoria Plzen;Czech Republic;131287;#F23029;#F6F7F7
24038155;Croatia Djakovo;Croatia;129757;#335D9D;#F06157
313267;Luziânia;Brazil;19102111;#6A9DDB;#5F6EA3
126426;Zagorec;Croatia;129759;#DED8EB;#989AD7
20047511;Madison;United States;20047508;#61D6FB;#F1A2CE
16057026;SK Austria Klagenfurt;Austria;136544;#B09CB3;#E3E3E3
20500802;Saskatoon HUSA;Canada;1;#258F53;#A1A3A2
278;STVV;Belgium;1;#E4E55E;#94A795
700198;Mantova;Italy;1400403;#DD5F5C;#E6A8A2
19143263;Coimbra (MG);Brazil;19102111;#1C1718;#A2A1A2
14064696;Sanjustino;Argentina;14037263;#9BAF9D;#699B6C
880284;Balingen;Germany;27;#141413;#585859
975489;Portland;United States;40;#084E1B;#00330E
67019708;O. Xátiva;Spain;67023615;#DDAC6D;#E1CEA6
14256008;Brown de San Vicente (SF);Argentina;14037261;#179D61;#32BC82
4212275;Izarra;Spain;70;#F1E8A8;#A4ADE8
98005081;Terre Sainte;Switzerland;5724964;#D794E4;#DDE2E2
93052555;AFC Eskilstuna;Sweden;50;#A8CFED;#A2A59C
5395101;Carchá;Guatemala;87000505;#596E92;#ECDDA6
650047;Zrinjski;Bosnia And Herzegovina;8401073;#2E4B9C;#4C66B2
1556;Dundee Utd;United Kingdom;46;#DB8F61;#D8652B
309640;Piauí;Brazil;19102111;#9EA2D2;#5C5FAF
14158114;Libertad (Mar del Plata);Argentina;14037263;#B29FC7;#A38BB5
130340;Düzce Spor;Turkey;70043162;#2C2762;#E3E3E3
6000005;Jahn Regensburg;Germany;23;#F00F1E;#FE3245
313259;Princesa;Brazil;19102111;#D01416;#ECA5A7
439;Neretva;Croatia;129756;#F69F9A;#E3E2E1
8825812;Guanacasteca;Costa Rica;80000564;#EA625D;#E9A29B
2428;AD Sanjoanense;Portugal;55065659;#A8A8A8;#E7E7E7
1113;Brescia;Italy;32;#63A0D8;#EFF2EE
2360;Rijnsburgse Boys;Netherlands;37059991;#D3A21B;#232120
102476;Arsenal de Sarandí;Argentina;102421;#28B0D8;#E6666A
87000115;Independiente (HON);Honduras;87000202;#E2E2E2;#E8E4E2
83202832;Fontinhas;Portugal;55065660;#A6A099;#646261
4212400;Segoviana;Spain;67023617;#5A6892;#5C6070
21027437;Zvijezda 09;Bosnia And Herzegovina;8401073;#E9D6DA;#E4ABAE
1300770;Rodange;Luxembourg;5340000;#9A1817;#E5E5E5
23379611;Pars Jam;Iran;1018789;#5D5CF4;#2321F3
121181;Plauen;Germany;8700007;#E2E2E2;#D6D6D4
341;Beroe;Bulgaria;7500000;#68D49C;#ADE8CA
58148228;Leningradets;Russia;130488;#0C1749;#0D112B
810090;Alcorcón;Spain;68;#A39762;#949C99
3804385;Fanfulla;Italy;1400403;#AB9C56;#F5F5F3
484434;So'g'diyona;Uzbekistan;59135038;#119614;#DA191C
102482;Dep. Morón;Argentina;102422;#F8A5A9;#EAD0D2
38013478;Kisvárda;Hungary;7520391;#2D5E20;#536528
7441048;Minerva;Spain;67101191;#EFDD17;#A6A4A6
102467;Unión (SF);Argentina;102421;#F09FAC;#F04C67
686;Millwall;United Kingdom;12;#1A4E92;#9DB2CF
91156704;Krieschow;Germany;8700007;#A59DD1;#2F1E8A
14064724;Atl. Río Tercero;Argentina;14037261;#9497A9;#E6E7EB
879272;Ratingen;Germany;91109041;#EDF21F;#CFDD5B
70104872;Agri 1970 Spor;Turkey;70043163;#101097;#FDFD12
5100186;Hampton & Richmond;United Kingdom;5123055;#262C51;#171738
67276789;Atzeneta;Spain;67023615;#E3D15F;#DBD1A0
128652;Domzale;Slovenia;7580000;#AA9624;#5C6CA2
6002556;Greifswald;Germany;8700008;#E05D62;#111316
95;Rosario Central;Argentina;102421;#FDE92B;#255496
952727;Fénix (ARG);Argentina;108508;#F9F9F9;#070708
129850;Rovinj;Croatia;129758;#F0E010;#68DDF1
2463;Oliveira de Hospital;Portugal;55065660;#57719B;#D09BA6
7540205;CFR Cluj;Romania;7540024;#A9939B;#9B5970
1032763;Umm-Salal;Qatar;5632126;#F6DBA5;#E8A664
23002914;Al-Mujazzal;Saudi Arabia;7920264;#E7E3A4;#EBEBED
19392512;Grêmio Sorriso;Brazil;19102111;#ECECED;#131314
1494;Vit. Guimarães;Portugal;60;#999A9A;#141515
14181545;Santa María de Oro;Argentina;14037263;#A9AAD9;#1113A0
106780;Al-Ta'ee;Saudi Arabia;7920264;#DADBDD;#A8A7A7
43210979;Costa d'Amalfi;Italy;43064523;#0F5BA0;#FA9A56
19036102;Costa Rica (MS);Brazil;19102111;#9AA95C;#A6D4E4
93;Racing Club;Argentina;102421;#515D76;#626D87
129876;Orkan;Croatia;24000274;#EDE5D7;#CA1412
1493;Leiria;Portugal;55065660;#F7F7F7;#0A0A0A
24059986;Zrinski Jurjevac;Croatia;129757;#ADD0F2;#0B70D9
5725063;Stade-Payerne;Switzerland;98005770;#FA9DA8;#FBEFE9
43152205;Fermana F.C.;Italy;43127173;#FAE16B;#FAF391
70054556;Sivas Bld.;Turkey;463486;#0CA057;#008833
914563;Bastia EF;France;20;#6A96A5;#A5D0DE
7441099;Sant Rafel;Spain;67023620;#5267AA;#E2E2E2
814045;Cerceda;Spain;67101189;#FB9CA2;#FE0713
50034825;QRM;France;18;#FEE41F;#9F1E23
2416;Oliveirense;Portugal;61;#EC0718;#A21A28
2406;Leixões;Portugal;61;#A26B5E;#6B5E59
108997;Darmstadt 98;Germany;23;#075BAF;#1773CB
23077994;Sukhothai;Thailand;5624920;#F59D69;#FDE6A0
24016717;BSK Zmaj;Croatia;129756;#A5A25B;#D1685A
43126788;Trasimeno;Italy;43064544;#ED9C9D;#EBE7E6
914685;US Montagnarde;France;20;#DFF2F9;#2953A3
5725071;Dornach;Switzerland;98005771;#E2AC0E;#E3E3E3
653225;Mladost Fazana;Croatia;24000275;#B3AECD;#D4D2E3
1087;Hapoel Haifa;Israel;7860000;#F21C25;#1C3478
135368;Terengganu;Malaysia;5624536;#D9D417;#CDCC9E
1484;Beira-Mar;Portugal;55065660;#ECE817;#A09E60
58126751;Murom;Russia;130488;#0D9CDF;#F3F3F3
98000251;Dübendorf;Switzerland;137891;#ED9D5F;#DEDCDA
478105;Sheriff Tiraspol;Moldova;59007607;#E3E3E3;#A09E9E
138169;Tabor Sezana;Slovenia;7580000;#E9E8C6;#F30B31
318907;Primavera;Brazil;19102111;#E20B0C;#F8F7F7
704;Rotherham;United Kingdom;13;#EC645B;#AF6B66
15051805;Moreland Utd;Australia;15052001;#EF9FA0;#68A9E0
1929;Bangor City;United Kingdom;29236869;#A2A9E1;#E1DAE8
14057740;Racing (Balcarce);Argentina;14037263;#DEF7FC;#A4E5F8
1095;Maccabi Netanya;Israel;7860000;#605B0A;#EEE811
98046205;Olympique de Genève;Switzerland;5724964;#D2C8B4;#141414
76034968;Jaguares F.C.;Colombia;5260948;#F3F2EE;#9B9A9B
2023;Le Touquet ACF;France;50046773;#5B9C5F;#45A531
965375;Racing Olavarría;Argentina;14037261;#655FAA;#A09CD0
101149;Viktoria 1889;Germany;91107110;#02B5F6;#1ACFFE
107203;ARN;Brazil;19127222;#FDA7A3;#FDD8D7
121219;Aalen;Germany;27;#E4E4E4;#141415
930;FSV Frankfurt;Germany;27;#FA1B52;#F7F8F8
885581;Meiendorf;Germany;35024475;#D0AA22;#E2E3E4
70108577;1877 Alemdag Spor;Turkey;70043163;#1415FE;#F8242D
20047498;Orange County FC;United States;20031800;#595F62;#1F2020
98000611;Wettingen;Switzerland;98005773;#EA5D5D;#98ACCD
919661;EF Reims Sainte-Anne;France;20;#FBA1A3;#FAD8D9
130498;Torpedo Moscow;Russia;130487;#9F9EA0;#DADADA
40026576;Kolkata;India;1;#D4B25F;#A3A0A0
2438;Portimonense;Portugal;60;#A2A09C;#E8E8E9
692;Nottm Forest;United Kingdom;12;#E70B0C;#E49E9E
981;Olympiakos;Greece;129650;#F8E5E4;#F25F66
14064776;Belgrano (Paraná);Argentina;14037261;#E4F8FC;#A1E2EE
1923;Progreso;Uruguay;5512770;#FCE029;#FDF54D
824;AJ Auxerre;France;17;#278FE0;#55A6E6
1851;Luzern;Switzerland;137889;#D7DBAE;#E3E3E3
913911;Sannois SG;France;914522;#109BDF;#F8F8F8
138183;Digenis Morfou;Cyprus;692431;#60995C;#EAEDE5
539784;Sparta Petegem;Belgium;18097860;#E3E3E3;#5D6361
35016921;Vohwinkel;Germany;8700660;#F896A1;#F8D6DA
2079;FC Vaulx;France;50046767;#FA2551;#090709
476;Sparta Prague;Czech Republic;131287;#F3DC94;#040405
67173955;Ciudad Real;Spain;67023627;#9EA2CC;#8B8FB6
130804;Huila;Colombia;5260948;#F9F130;#509A66
98010024;Forward-Morges;Switzerland;98005769;#F2A299;#EDE7E6
914559;Stade Bordelais;France;914523;#EBEBEB;#5E5F5F
20500298;Milton SC;Canada;72021822;#A7A592;#E5E2A4
129208;KPV;Finland;129120;#1C1917;#5D5B5C
24043167;OSK Omisalj;Croatia;24000265;#F92D4A;#E0DDDF
682;Marine;United Kingdom;90081109;#B1CBDB;#9FB0CF
602;Arsenal;United Kingdom;11;#F5141C;#E5615A
24013833;Gaj Mace;Croatia;129759;#E4E4E4;#5B5C5C
85018021;US Camon;France;20;#E6E35E;#1A191A
24016586;Mladost KP;Croatia;24000263;#0B69B3;#A1CBEC
130558;Luch;Russia;130487;#527091;#98A9A8
5626105;Benfica (MAC);Macao;5630248;#DFA6AA;#E2E3E3
310700;BEC;Brazil;107192;#F19395;#FA1C28
57127056;Zaria Balti;Moldova;59007627;#050404;#000000
5395169;Sacachispas (GUA);Guatemala;87000505;#E1645D;#E3E3E3
979;Levadeiakos;Greece;129651;#DBF6E5;#23558C
879890;Nettetal;Germany;91109041;#ECE757;#5E5C62
496;Brøndby IF;Denmark;6;#DED511;#215E94
1241;Floriana;Malta;2300050;#DBD9A9;#5D9E63
98009922;Rothrist;Switzerland;137891;#E60F0F;#E1E1E1
14057749;Atl. Peñarol (Rafaela);Argentina;14037263;#A2A3D0;#5556A7
3101463;Liniers (BB);Argentina;14037261;#EEEEEF;#9D9C9F
7452061;Siete Villas;Spain;67023612;#99A31F;#636A1F
102472;Atl. Rafaela;Argentina;102422;#F5E19D;#E9DEAE
86047634;Orense S.C.;Ecuador;80000566;#A9A9D1;#DADAEB
1736;R. Madrid;Spain;67;#A4A463;#A3B099
58155660;Novosibirsk;Russia;130491;#33589E;#4A6DB2
14064750;Dep. Fontana;Argentina;14037261;#A1DAF5;#1999DA
1111;Bologna;Italy;32;#AE142F;#011733
351;Lokomotiv Plovdiv;Bulgaria;7500000;#F8F0DC;#FB5C54
2206;Livorno;Italy;33;#FCEC96;#F6F6F5
67128589;Olot;Spain;71;#E05F5F;#5B65A0
714;Southend;United Kingdom;13;#D7DDEA;#A0AFCC
2390;Estoril;Portugal;61;#93B266;#61D4D2
948;SV Werder;Germany;22;#2C9F64;#B4DBC7
967;AEK;Greece;129650;#F1E015;#081B29
14028703;Jorge Newbery (Comodoro);Argentina;14037261;#A4A4D8;#DEE0F3
84107162;Moncarapachense;Portugal;83141265;#FA5A60;#F5EB58
23257514;QD Huanghai;China;131126;#0A2657;#2F93E1
137922;Münsingen;Switzerland;98027828;#E5231D;#EE625E
313670;Zumbi;Brazil;19102111;#95CFB3;#17975A
539811;Menen;Belgium;18097860;#161611;#D2D2D3
52039402;Kilnamanagh;Ireland;52029650;#D12C21;#FAF454
13231992;Legon Cities;Ghana;13109924;#DB974C;#000000
959;Lübeck;Germany;26;#E4E4E4;#101312
301148;Anápolis;Brazil;19102111;#EAE3E3;#A9A8A9
20030692;Miami United;United States;20031798;#2CDFF3;#F2F2F2
814492;Puerto Real;Spain;115064;#9DD0AA;#9DA89D
5250437;Barnechea;Chile;5250793;#FDF517;#154FA4
91149275;FSV Duisburg;Germany;8700660;#1C159F;#F81619
107240;VRE;Brazil;107192;#302C2B;#62605D
1480;Chaves;Portugal;61;#9FA767;#A4A5A6
